businessname,dbaname,address,city,state,zip,licstatus,licensecat,descript,license_add_dt_tm,dayphn_cleaned,property_id,latitude,longitude
MassMutual,,10 Fan Pier,Boston,MA,2210,Active,FS,Eating & Drinking,2021-06-22 17:02:53.92+00,,437853,42.35382887,-71.04482431
Mast' Restaurant,,45 Province,Boston,MA,2108,Active,FS,Eating & Drinking,2013-10-24 17:58:57+00,,156036,42.35702291,-71.06017782
MASTER WOK,,650 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:36:24+00,9087568888,157899,42.35191396,-71.05538989
Mastro's Ocean Club,,22 Liberty ,Boston,MA,2210,Active,FS,Eating & Drinking,2016-09-20 16:33:39.59+00,,355281,42.35463976,-71.045253
Matcha Cafe Maiko,,115 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2020-06-25 14:40:51.953+00,9168319848,418122,42.34264957,-71.09711057
Matsu Nori Handroll Bar,,900 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,2022-03-16 16:26:03.997+00,6176590250,12379,42.34678958,-71.10573058
Mattapan House of Pizza,,1621 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2012-03-09 13:24:48+00,6172985810,155684,42.26845259,-71.09413205
MATTHEWS ARENA CONCESSION,,238 Saint Botolph,Boston,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:48+00,6173733130,120806,42.34132256,-71.08448154
MAX'S DELI CAFE,,30 BATTERYMARCH,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:26+00,6173309790,,34.24438675,-73.6513909
Mc Goo's Pizza,,479 Broadway,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2015-12-31 13:42:04.593+00,8572614311,21560,42.33545951,-71.04601047
Mcdonalds,,1312 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2016-09-02 12:42:51.973+00,6172883468,155965,42.25372907,-71.12432182
Mcdonalds,,1650 VFW,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,2022-12-01 16:13:42.88+00,6173237027,140328,42.26440205,-71.16782124
Mcdonalds,,511 Gallivan,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2016-09-02 12:40:04.18+00,6172883468,62336,42.28230952,-71.05511061
Mcdonalds,,718 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2022-12-01 16:26:59.57+00,6173237027,3182,42.2827996,-71.11310074
Mcdonalds,,500 Geneva,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2016-09-02 12:46:01.977+00,6172883468,352223,42.29877953,-71.06296059
Mcdonalds,,3064 Washington,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2018-06-27 18:19:50.657+00,6174420475,158206,42.31562941,-71.09790978
Mcdonalds,,301 Warren,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2019-05-14 17:24:50.037+00,6174420475,341036,42.32034697,-71.08216608
Mcdonalds,,870 Massachusetts,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2019-03-05 15:32:35.817+00,6174420475,92661,42.33151954,-71.07035053
Mcdonalds,,540 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-12-01 16:20:16.03+00,6173237027,41097,42.34849157,-71.09672556
Mcdonalds,,1223 Commonwealth,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2019-03-05 15:27:46.02+00,6174420475,156726,42.35072758,-71.13097068
Mcdonalds,,146 Tremont,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2016-09-02 12:36:36.327+00,6172883468,351516,42.35518553,-71.06296746
Mcdonalds,,315 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2011-07-20 13:29:24+00,6175239609,171038,42.35704953,-71.05918335
Mcdonalds,,1750 Soldiers Field,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:34:03+00,6177839393,155731,42.35864995,-71.15488881
Mcdonalds,,360 Western,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-12-01 16:02:04.95+00,6173237027,155696,42.36251714,-71.13821685
McDonald's,,607 Washington,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,2018-04-25 16:46:40.65+00,6174420475,171202,42.29039386,-71.07187124
McDonald's,,340 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:30+00,6175664888,156613,42.33832757,-71.10695994
McDonald's,,700 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2015-11-16 17:13:21.867+00,6174420475,156723,42.35195869,-71.05502724
McDonald's,,178 Border,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2014-02-10 15:56:19+00,2039159525,17002,42.3744495,-71.04028037
MCKENNA'S CAFE,,109 Savin Hill,Dorchester,MA,2125,Active,FS,Eating & Drinking,2006-12-07 18:36:14+00,6174367676,156864,42.31151511,-71.05382122
MCPHS Univ Eat Cafe Express,,179 Longwood,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2021-07-30 18:07:23.82+00,6179894590,87164,42.33651262,-71.10142631
MDM Noodle,,351 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,2015-01-30 16:24:53.247+00,6172838663,157546,42.34921857,-71.15285371
Mecha Noodle Bar,,44 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,2021-11-17 18:15:26.007+00,2162994939,355870,42.3517599,-71.04736221
Medallo,,411 Chelsea,East Boston,MA,2128,Active,FS,Eating & Drinking,2019-11-08 16:51:44.883+00,8577565537,30551,42.37989848,-71.02681433
Media,,4 Jersey,Boston,MA,2215,Active,FS,Eating & Drinking,2006-12-07 18:35:33+00,7812673985,156417,42.34676791,-71.09864844
MEDITERRANEAN GRILL,,281 Franklin,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2019-11-29 14:36:44.76+00,6173384507,358105,42.35692951,-71.05306044
Meet Fresh,,130 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,2018-12-12 18:00:50.343+00,,20073,42.35275962,-71.13185062
Megumi of Japan,,200 Faneuil Hall Marketplace,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2022-02-18 16:29:10.667+00,9086757724,156093,42.36019933,-71.05479864
Mei Mei Dumplings,,58 Old Colony,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2022-01-05 18:12:16.497+00,8572504959,388770,42.33634031,-71.05556396
MELA RESTAURANT,,574 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,2006-12-12 19:21:15+00,6172624770,137682,42.34331054,-71.07243751
Mello Vibez Restaurant,,473 River,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2021-03-26 14:56:22.597+00,7747123039,157295,42.26824858,-71.09301224
Melodias Restaurant,,1045 Saratoga,East Boston,MA,2128,Active,FS,Eating & Drinking,2020-02-12 14:19:24.517+00,6175616400,351707,42.38593945,-71.00511027
Melting Sun Cafe,,700 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2019-11-14 18:45:05.66+00,8572460966,156723,42.35195869,-71.05502724
MERENGUE RESTAURANT,,156 Blue Hill,Dorchester,MA,2125,Active,FS,Eating & Drinking,2006-12-07 18:34:36+00,6174455403,156563,42.31917858,-71.07755031
Metro,,100 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2013-07-26 17:15:18+00,6173880033,131637,42.35086883,-71.06550267
METRO SUBWAY INC.,,417 Washington,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:10+00,6172335600,157146,42.35583034,-71.06040125
METROPOLIS CAFE,,574 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,2006-12-07 18:34:43+00,6172470606,137681,42.34325746,-71.07251034
MGM Music Hall Absolut Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:19:55.313+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Botnist Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:40:45.24+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Cazadores Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:21:50.77+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Distiller's Rm,,2 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,2022-06-21 16:24:09.897+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Lobby Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:16:26.63+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Mass. Mutual Lounge,,2 Lansdowne,Boston,MA,2215,Active,FS,Eating & Drinking,2022-06-21 16:28:36.783+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Prisoners Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:38:55.38+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Rooftop Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:45:12.29+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Sam Adams Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:47:52.43+00,6179825146,452071,42.34697756,-71.09494356
MGM Music Hall Truly Bar,,2 Lansdowne,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2022-06-21 16:42:41.72+00,6179825146,452071,42.34697756,-71.09494356
Mi Finca Mexican Food,,4249 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2020-07-24 19:42:27.763+00,6173252885,157166,42.28568656,-71.12918045
Mi Pueblito Orient Heights,,964 Saratoga,East Boston,MA,2128,Active,FS,Eating & Drinking,2015-08-05 19:56:56.933+00,7815130330,122896,42.38716946,-71.00860027
Mi Pueblito Restaurant,,333 Border,East Boston,MA,2128,Active,FS,Eating & Drinking,2008-06-05 17:08:35+00,6175693787,156052,42.37901996,-71.03989119
MI RANCHO RESTAURANT,,45 Meridian,East Boston,MA,2128,Active,FS,Eating & Drinking,2006-12-07 18:36:11+00,7812842806,94606,42.37152949,-71.03884037
MIAMI RESTAURANT,,381 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2006-12-07 18:35:04+00,,158224,42.32233679,-71.10927118
Mia's Bakery,,131 Seaport,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,2023-02-28 17:37:14.413+00,,421661,42.34995223,-71.04434509
Michael Schlow Italian Kitchen,,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2019-04-17 18:10:24.993+00,8449342433,340960,42.34475565,-71.1014137
MIDA,,65 Lewis,East Boston,MA,2128,Active,FS,Eating & Drinking,2022-07-18 15:02:54.66+00,2034947973,85344,42.36766002,-71.04239548
MIDA Restaurant,,782 Tremont,Roxbury,MA,2118,Active,FS,Eating & Drinking,2016-10-25 18:27:33.297+00,6179363490,369553,42.33898955,-71.08051054
Midnight Morning,,14B Birch,Roslindale,MA,2131,Active,FS,Eating & Drinking,2022-12-27 16:28:35.7+00,,351459,42.28678595,-71.12995862
Midway Cafe,,3496 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2006-12-07 18:33:55+00,6175249038,155701,42.30622273,-71.10747048
Miel Brasserie,,500 Atlantic,Boston,MA,2110,Active,FS,Eating & Drinking,2007-03-31 13:38:54+00,6177471000,6181,42.35409951,-71.05228044
Mighty Squirrel Fenway,,1 David Ortiz,Boston,MA,2215,Active,FS,Eating & Drinking,2023-01-04 19:22:07.8+00,5087893469,456807,42.34727566,-71.10068969
Mija Cantina & Tequila Bar,,1 Harborside,East Boston,MA,2128,Active,FS,Eating & Drinking,2018-10-24 17:12:52.203+00,7163679342,155970,42.36340817,-71.02569917
Mija Cantina and Tequila Bar,,200 Faneuil Hall Market,Boston,MA,2109,Active,FS,Eating & Drinking,2011-04-07 12:34:40+00,8572847382,,34.24438675,-73.6513909
Mija Kiosk,,1 Faneuil Hall Marketplace,Boston,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2022-07-13 18:11:34.42+00,8137855446,352565,42.35964982,-71.05595013
Mike & Patty's,,388 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2021-05-07 14:05:37.483+00,,28019,42.32174746,-71.10967815
Mike & Patty's,,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2019-10-16 17:22:09.783+00,,342934,42.35446496,-71.0552991
Mike and Patty's,,12 Church,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2014-01-21 18:01:50+00,6174233447,158302,42.34853212,-71.06792094
MIKE'S CITY DINER,,1714 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,2006-12-07 18:34:46+00,6172679393,157422,42.3368725,-71.07604146
MIKES DONUT SHOP,,500 ARBORWAY,JAMAICA PLAIN,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2007-04-04 18:52:59+00,6175248564,,42.30186328,-71.10855104
MIKES DONUTS,,1524A Tremont,ROXBURY,MA,2120,Active,FT,Eating & Drinking w/ Take Out,2007-04-11 13:30:11+00,0,,42.33224958,-71.0999406
MIKE'S FITNESS,,21D Bismarck,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,2006-12-07 18:36:36+00,,,42.31463693,-71.10448998
MIKE'S PASTRY INC.,,298 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,2009-03-09 12:29:18+00,6177423050,69103,42.36423951,-71.05427042
Mike's Pastry- K16,,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2020-02-26 16:10:01.32+00,6177423050,423633,42.3656452,-71.06165549
Milano Pizzeria and Pasta,,60 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,2022-02-28 16:27:01.437+00,6172778277,352493,42.34324963,-71.14237067
MILANO'S DELI,,978 Saratoga,East Boston,MA,2128,Active,FS,Eating & Drinking,2006-12-07 18:36:16+00,6175906501,157089,42.38700767,-71.0073515
MILK ST CAFE,,50 Milk,Boston,MA,2109,Active,FS,Eating & Drinking,2006-12-07 18:34:08+00,6175423663,95446,42.35700952,-71.05761045
Milkweed,,1508 Tremont,Mission Hill,MA,2120,Active,FS,Eating & Drinking,2015-12-22 17:42:33.833+00,6175191234,376247,42.33214398,-71.09951171
Millennium Tower Residents Only Amenity Restaurant,,1 Franklin,Boston,MA,2110,Active,FS,Eating & Drinking,2015-03-03 19:16:06.75+00,6175421555,345227,42.35577609,-71.05952603
Mini Donut Diva-Kitchen 107,,94 Shirley,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,2023-08-08 19:54:26.967+00,7274606542,127222,42.32448422,-71.07021699
Minina's Cafe,,430 Geneva,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2010-11-09 14:51:26+00,6172653931,63341,42.30058954,-71.06637059
MISONO RESTAURANT,,669 VFW,Chestnut Hill,MA,2467,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:45+00,6173259919,156784,42.29640667,-71.15720283
MISSION BAR & GRILL,,724 Huntington,Mission Hill,MA,2120,Active,FS,Eating & Drinking,2006-12-07 18:36:24+00,6175661244,157676,42.33384755,-71.1050393
Mister Q Cafe,,283 Main,Charlestown,MA,2129,Active,FS,Eating & Drinking,2019-12-20 13:54:00.967+00,6173986228,88502,42.37757653,-71.06678042
MISTRAL,,221 COLUMBUS ,BOSTON,MA,2116,Active,FS,Eating & Drinking,2006-12-07 18:34:52+00,6178679300,,42.34824811,-71.07269131
Miyuki Sushi,,547 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,2016-07-14 14:14:58.627+00,6177927694,156340,42.34951102,-71.1637617
MJ Teriyaki,,889 Dorchester,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,2023-10-20 16:55:48.517+00,6172975752,158361,42.31996852,-71.05694978
MM Boston Coffee Bar-17th Floor,,10 Fan Pier,Boston,MA,2210,Active,FS,Eating & Drinking,2023-08-30 19:13:31.293+00,8572104584,437853,42.35382887,-71.04482431
MMMAC N' CHEESE,,1 FANEUIL HALL MKT PL,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,2007-03-12 19:28:05+00,0,,42.36002952,-71.05624044
Mo' Rockin Fusion,,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2019-11-14 18:03:07.837+00,6174879453,355634,42.36215952,-71.05749044
MODEL CAFE,,7 Beacon,Allston,MA,2134,Active,FS,Eating & Drinking,2021-03-16 17:21:58.297+00,6177823222,403595,42.35377962,-71.13766064
Modern Pastry Shop I I,,261 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,2013-11-01 14:52:33+00,6175233783,69074,42.36328952,-71.05470043
Mofongo Factory Restaurant,,299 Hancock,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2023-06-08 16:04:36.71+00,,165966,42.3082109,-71.05869823
Moge Tee,,164 Brighton,Allston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,2020-10-23 16:33:11.667+00,6177756231,156334,42.35290111,-71.13275229
Moko,,674 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,2018-01-09 19:45:12.157+00,6177524601,351660,42.33578949,-71.03757045
Molinari's,,789 Adams,Dorchester,MA,2124,Active,FS,Eating & Drinking,2016-04-26 14:24:06.207+00,,352721,42.28322325,-71.05594764
Molly's Beachside,,165 William J Day,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,2017-05-30 17:04:15.213+00,7742251003,156835,42.32621968,-71.04832473
Momosan Asian Restaurant,,80 Causeway,Boston,MA,2114,Active,FS,Eating & Drinking,2019-03-20 14:17:44.753+00,,423633,42.3656452,-71.06165549
Monica's Mercato,,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,2018-08-14 18:24:52.3+00,7163679342,341351,42.36990367,-71.01943961
MONICA'S RESTAURANT,,143 Richmond,Boston,MA,2113,Active,FS,Eating & Drinking,2006-12-07 18:35:05+00,6172270311,156019,42.36340784,-71.05426172
Monica's Trattoria,,67 Prince,Boston,MA,2113,Active,FS,Eating & Drinking,2019-03-05 16:20:35.873+00,6177205472,351489,42.36521952,-71.05526042
Montecristo Mexican Grille,,748A Huntington,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2021-04-05 18:19:19.66+00,6172322228,351492,42.33362958,-71.10549061
MONTIEN RESTAURANT,,63 Stuart,Boston,MA,2116,Active,FS,Eating & Drinking,2017-03-07 17:33:21.387+00,6173385600,155998,42.3512627,-71.06433967
Monument Tavern,,251 Main,Charlestown,MA,2129,Active,FS,Eating & Drinking,2016-09-01 14:57:47.92+00,7818208103,352105,42.37685487,-71.06576251
Monumental Market,,34 South,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,2019-03-26 14:30:01.52+00,,128821,42.3083996,-71.11536069
MOOGY'S SANDWICH SHOP INC.,,154 Chestnut Hill,Brighton,MA,2135,Active,FS,Eating & Drinking,2006-12-07 18:34:46+00,6172541347,156590,42.34155249,-71.1542793
Moon & Flower House,,20 Kneeland,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,2024-01-31 16:12:51.52+00,6173506666,82312,42.35090953,-71.06207047
Mooncusser Fish House & Moon Bar,,129 Columbus,Boston,MA,2116,Active,FS,Eating & Drinking,2016-03-24 15:00:16.4+00,6179093144,163644,42.34982248,-71.07062301
MOONSHINE 152,,152 Dorchester,South Boston,MA,2127,Active,FS,Eating & Drinking,2014-12-15 15:48:05.45+00,5106825445,351626,42.34168711,-71.05689212
Mooo Seaport,,49 Melcher,Boston,MA,2210,Active,FS,Eating & Drinking,2021-11-17 17:11:13.837+00,6172367566,155119,42.34941951,-71.05038045
Mooo...,,15 Beacon,Boston,MA,2108,Active,FS,Eating & Drinking,2007-05-31 12:41:03+00,6176707944,9666,42.35840952,-71.06197045
MORGAN HALL COFFEE CART,,117 Western,Boston,MA,2163,Active,FT,Eating & Drinking w/ Take Out,2006-12-07 18:35:55+00,6173845822,156711,42.36517368,-71.12222766
Morgan Lewis & Bockius LLP,Flik International,1 Federal,Boston,MA,2110,Active,FS,Eating & Drinking,2008-05-15 19:24:54+00,6175265403,57149,42.35609952,-71.05695045
Morgan Stanley Eaton Vance-19th FL,,1 Post Office,Boston,MA,2109,Active,FS,Eating & Drinking,2023-11-29 18:48:49.83+00,6467455898,158388,42.35679737,-71.05498168
Morning Star Baptist Church,,1257 Blue Hill,MATTAPAN,MA,2126,Active,FS,Eating & Drinking,2006-12-07 13:58:12+00,6172980278,,42.28175957,-71.0926607
Morton's of Chicago,,2 Seaport,Boston,MA,2210,Active,FS,Eating & Drinking,2007-10-18 17:19:07+00,3127554205,124059,42.3489275,-71.04084343
MORTON'S PIZZERIA,,896 Morton,Dorchester,MA,2124,Active,FS,Eating & Drinking,2013-12-19 13:36:19+00,6172871127,351025,42.28088956,-71.08400068
MOTHER ANNA'S,,211 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,2007-04-17 15:19:59+00,0,157787,42.36269843,-71.05531017
Mother Juice,,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2019-10-04 14:21:19.267+00,6179457357,342934,42.35446496,-71.0552991
Mother Juice,,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,2015-03-30 14:30:10.243+00,6179457357,355634,42.36215952,-71.05749044
Mother Juice Inc.,,291 Newbury,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,2016-06-03 16:27:27.977+00,6179457357,101526,42.34913656,-71.08499553
Mothers Juice,HSI MCA BOS FB  LLC,300 Terminal,East Boston/,MA,2128,Active,FT,Eating & Drinking w/ Take Out,2019-06-27 15:58:30.737+00,6176346097,341352,42.36661942,-71.01658968
Mountain House,,89 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,2021-11-17 19:23:57.183+00,,403832,42.35294704,-71.12961629
Moxies,,899 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,2023-07-17 14:26:52.103+00,6178772271,441919,42.34778368,-71.03757172
Moxies - 2nd Floor Bar,,899 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,2023-07-17 15:23:19.82+00,6178772271,441919,42.34778368,-71.03757172
Moxy Hotel,,240 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,2016-12-16 16:11:28.083+00,6173308143,419935,42.3509596,-71.06477561
Mr Tea,,266 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,2019-09-26 17:33:25.573+00,6177927694,101479,42.34917955,-71.08319052
MR. DOOLEYS BOSTON TAVERN,,77 Broad,Boston,MA,2109,Active,FS,Eating & Drinking,2006-12-07 18:34:22+00,,155809,42.35764283,-71.05364007
Ms. Clucks Deluxe Chicken & Dumplings,,201 Brookline,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,2019-04-17 16:19:18.38+00,,340960,42.34475565,-71.1014137
Mt. Olympic Pizza,,187 Wolcott,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,2008-05-21 17:40:59+00,6175843611,156416,42.23712537,-71.1322712
Mud House,,389 Neponset,Dorchester,MA,2122,Active,FS,Eating & Drinking,2013-03-29 12:28:53+00,6172820024,100879,42.28650951,-71.04467058
Mumbai Spice,,251 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,2023-12-21 15:06:45.357+00,8573504305,352625,42.34522956,-71.08713054
Murl's Kitchen,,143 Washington,Dorchester,MA,2121,Active,FT,Eating & Drinking w/ Take Out,2019-04-18 18:32:54.337+00,6175067331,354502,42.30443267,-71.07960353
MURPHY'S LAW,,837 Summer,South Boston,MA,2127,Active,FS,Eating & Drinking,2006-12-07 18:34:58+00,6172687252,155990,42.33800626,-71.03568074
Museum of Fine Arts Bravo Restaurant,,465 HUNTINGTON ,BOSTON,MA,2215,Active,FS,Eating & Drinking,2006-12-07 18:34:24+00,5087749115,,42.33927001,-71.09404962
Museum of Fine Arts Cafeteria,,465 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2007-09-25 13:24:49+00,6173693202,76372,42.33926957,-71.09405057
Museum of Fine Arts New American Cafe,,465 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2010-09-28 13:26:24+00,6173693202,76372,42.33926957,-71.09405057
Museum of Fine Arts-Taste D/B/A #19285,,465 Huntington,Boston,MA,2115,Active,FS,Eating & Drinking,2006-12-07 18:34:21+00,6172679300,76373,42.33957298,-71.09420278
Museum of Science,,10 Charles River,Boston,MA,2114,Active,FS,Eating & Drinking,2006-12-07 18:36:17+00,7812010060,163190,42.36724205,-71.07035552
MY DINER,,455 First,South Boston,MA,2127,Active,FS,Eating & Drinking,2017-08-15 15:10:12.067+00,6174614418,422402,42.33788586,-71.04219302
My Happy Hunan Kitchen,,1924 Beacon,Brighton,MA,2135,Active,FS,Eating & Drinking,2020-12-30 21:42:39.23+00,6173968268,10015,42.3364198,-71.14957462
My Sister's Sandwich Cafe,,1544 Dorchester,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,2022-04-27 16:41:34.787+00,6172651000,48346,42.29779953,-71.06060059
My Thai Cafe Vegetarian & Bubble Tea Bristro,,3 Beach,Boston,MA,2111,Active,FS,Eating & Drinking,2006-12-07 18:36:15+00,6174512395,157523,42.35143773,-71.06254443
Myers & Chang,,1143 Washington,Roxbury,MA,2118,Active,FS,Eating & Drinking,2007-05-24 17:47:00+00,0,155669,42.34379953,-71.0663105
Myung Dong 1st Ave,,90 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,2015-02-04 18:59:36.677+00,2019957752,166102,42.3533118,-71.13194248
